origin_id,origin_name,origin_lat,origin_lng,dest_id,dest_name,dest_lat,dest_lng,distance_km,osrm_base_duration_min,time_of_day,day_type,traffic_multiplier,travel_time_minutes
48,Dompe,7.065,80.0969,71,Colombo Port,6.95,79.8378,40.35,54.46,midday,weekend,1.02,60.34
14,Dematagoda,6.9261,79.88,57,Hanwella,6.9042,80.0842,26.24,32.85,midday,weekend,1.02,29.94
87,Gothatuwa,6.9217,79.9856,90,Bloemendhal,6.96,79.8647,18.08,25.05,morning_peak,weekday,1.8,42.5
85,Hendala,6.9894,79.9019,12,Grandpass,6.9425,79.8706,6.95,7.88,midday,weekday,1.2,8.47
68,Sri Jayawardenepura,6.8886,79.9203,71,Colombo Port,6.95,79.8378,14.74,24.05,evening_peak,weekday,2,55.03
61,Panadura South,6.695,79.905,98,Kosgama,6.8856,80.1681,47.85,70.28,midday,weekday,1.2,91.72
49,Kirindiwela,6.9928,80.0944,17,Maharagama,6.8467,79.9283,36.04,51.23,evening_peak,weekday,2,113.12
74,Orugodawatta,6.9486,79.8886,85,Hendala,6.9894,79.9019,8.92,14.41,morning_peak,weekday,1.8,23.73
74,Orugodawatta,6.9486,79.8886,98,Kosgama,6.8856,80.1681,41.17,56.42,night,weekday,0.85,51.54
76,Welisara,7.0097,79.8939,88,Thimbirigasyaya,6.8839,79.8778,15.49,21.21,evening_peak,weekday,2,40.59
99,Bulathsinhala,6.665,80.1825,64,Gangodawila,6.8567,79.8994,49.94,60.94,evening_peak,weekday,2,116.02
21,Ratmalana,6.82,79.8817,20,Moratuwa,6.7731,79.8817,6.09,9.4,evening_peak,weekend,1.4,14.16
15,Narahenpita,6.8981,79.8742,85,Hendala,6.9894,79.9019,13.78,19.83,evening_peak,weekday,2,36.75
40,Katunayake,7.1697,79.8847,58,Avissawella,6.9472,80.2108,70.2,72.4,evening_peak,weekday,2,147.08
3,Maradana,6.92,79.8617,72,Mutwal,6.9617,79.8522,6.59,11.07,midday,weekday,1.2,14.47
39,Seeduwa,7.1175,79.8928,52,Kiribathgoda,6.9822,79.9486,25.61,31.48,midday,weekday,1.2,33.17
69,Pelawatte,6.8908,79.9311,51,Kadawatha,7.0072,79.9508,22.4,24.13,morning_peak,weekday,1.8,38.14
92,Ekala,7.0761,79.9283,41,Negombo,7.2089,79.8353,24.39,31.62,evening_peak,weekday,2,68.89
47,Nittambuwa,7.1497,80.18,15,Narahenpita,6.8981,79.8742,55.6,71.69,night,weekday,0.85,54.68
84,Yakkala,7.1019,80.0767,70,Koswatta,6.9194,79.9211,34.7,43.98,evening_peak,weekday,2,97.39
3,Maradana,6.92,79.8617,27,Battaramulla,6.8994,79.9164,7.7,10.46,morning_peak,weekend,1.17,10.92
1,Colombo Fort,6.9344,79.8428,8,Wellawatte,6.875,79.8617,7.51,9.96,night,weekday,0.85,7.58
4,Borella,6.9113,79.8778,94,Welisara North,7.02,79.89,15.59,18.12,evening_peak,weekday,2,40.4
12,Grandpass,6.9425,79.8706,11,Kotahena,6.9531,79.8597,2.48,5.22,midday,weekend,1.02,5.19
21,Ratmalana,6.82,79.8817,30,Mulleriyawa,6.9317,79.9514,18.46,32.08,evening_peak,weekday,2,71.51
95,Beruwala,6.4781,79.9833,59,Kalutara,6.5854,79.9608,12.43,15.54,morning_peak,weekday,1.8,28.47
97,Maththegoda,6.8103,80.0478,68,Sri Jayawardenepura,6.8886,79.9203,21.68,33.71,evening_peak,weekend,1.4,41.24
5,Cinnamon Gardens,6.9011,79.8601,99,Bulathsinhala,6.665,80.1825,57.81,71.14,morning_peak,weekend,1.17,91.2
50,Ganemulla,7.0922,80.0225,6,Kollupitiya,6.8978,79.85,32.89,42.2,evening_peak,weekday,2,83.67
47,Nittambuwa,7.1497,80.18,73,Modara,6.9714,79.8681,52.12,67.11,midday,weekday,1.2,88.46
92,Ekala,7.0761,79.9283,30,Mulleriyawa,6.9317,79.9514,25.38,37.18,morning_peak,weekend,1.17,47.75
62,Ingiriya,6.7344,80.1058,33,Kelaniya,7.0017,79.9219,50.7,51.41,morning_peak,weekday,1.8,88.32
47,Nittambuwa,7.1497,80.18,82,Pasyala,7.0911,80.1394,12.7,21.24,evening_peak,weekday,2,44.02
22,Kottawa,6.8244,79.9628,17,Maharagama,6.8467,79.9283,7.32,9.82,night,weekday,0.85,9.55
35,Wattala,6.9939,79.8781,33,Kelaniya,7.0017,79.9219,7.06,10.51,morning_peak,weekday,1.8,17.93
40,Katunayake,7.1697,79.8847,28,Malabe,6.9061,79.9519,40.56,38.6,evening_peak,weekday,2,80.8
1,Colombo Fort,6.9344,79.8428,72,Mutwal,6.9617,79.8522,5.1,9.02,morning_peak,weekday,1.8,15.46
58,Avissawella,6.9472,80.2108,25,Boralesgamuwa,6.8372,79.9111,45.48,62.3,morning_peak,weekday,1.8,97.62
57,Hanwella,6.9042,80.0842,53,Mahara,7.0547,80.0153,28.93,35.67,evening_peak,weekend,1.4,55.5
39,Seeduwa,7.1175,79.8928,9,Dehiwala,6.8517,79.865,36,40.88,evening_peak,weekday,2,75.88
97,Maththegoda,6.8103,80.0478,6,Kollupitiya,6.8978,79.85,28.79,43.66,evening_peak,weekday,2,77.13
46,Mirigama,7.2453,80.1217,38,Ja-Ela,7.0733,79.8917,36.36,53.94,morning_peak,weekday,1.8,86.28
19,Panadura,6.7136,79.9042,30,Mulleriyawa,6.9317,79.9514,42.01,43.66,evening_peak,weekday,2,74.69
40,Katunayake,7.1697,79.8847,88,Thimbirigasyaya,6.8839,79.8778,34.86,31.99,morning_peak,weekend,1.17,33.25
83,Attanagalla,7.175,80.0706,51,Kadawatha,7.0072,79.9508,26.54,34.23,night,weekday,0.85,32.06
45,Divulapitiya,7.2278,80.06,71,Colombo Port,6.95,79.8378,50.59,70.13,evening_peak,weekday,2,145.66
19,Panadura,6.7136,79.9042,47,Nittambuwa,7.1497,80.18,83.71,90.63,midday,weekday,1.2,96.37
36,Ragama,7.0261,79.9181,40,Katunayake,7.1697,79.8847,22.96,25.23,morning_peak,weekday,1.8,46.33
52,Kiribathgoda,6.9822,79.9486,89,Havelock Town,6.8856,79.8642,18.45,26.41,night,weekday,0.85,20.61
78,Kadawatha Junction,7.0028,79.9556,94,Welisara North,7.02,79.89,11.91,11.55,evening_peak,weekday,2,25.71
2,Pettah,6.9354,79.8517,86,Pittugala,6.9133,79.9694,17.52,23.11,night,weekday,0.85,17.16
93,Gonawala,7.1539,79.9819,62,Ingiriya,6.7344,80.1058,66.25,70.83,evening_peak,weekday,2,145.18
64,Gangodawila,6.8567,79.8994,50,Ganemulla,7.0922,80.0225,39.19,47.43,evening_peak,weekday,2,87.81
67,Kahathuduwa,6.7981,80.0133,44,Minuwangoda,7.1667,79.9506,55.32,62.01,morning_peak,weekday,1.8,125.33
68,Sri Jayawardenepura,6.8886,79.9203,35,Wattala,6.9939,79.8781,17.1,22.44,night,weekend,0.807,18.51
45,Divulapitiya,7.2278,80.06,87,Gothatuwa,6.9217,79.9856,43.39,54.38,midday,weekday,1.2,63.98
47,Nittambuwa,7.1497,80.18,15,Narahenpita,6.8981,79.8742,55.6,71.69,evening_peak,weekend,1.4,98.66
21,Ratmalana,6.82,79.8817,51,Kadawatha,7.0072,79.9508,27.91,39.39,midday,weekend,1.02,41.86
55,Homagama,6.8444,80.0044,71,Colombo Port,6.95,79.8378,27.74,42.69,morning_peak,weekday,1.8,83.45
67,Kahathuduwa,6.7981,80.0133,86,Pittugala,6.9133,79.9694,22.63,24.57,morning_peak,weekday,1.8,43.87
1,Colombo Fort,6.9344,79.8428,72,Mutwal,6.9617,79.8522,5.1,9.02,evening_peak,weekday,2,16.71
17,Maharagama,6.8467,79.9283,61,Panadura South,6.695,79.905,23.72,34.75,midday,weekday,1.2,37.2
65,Pepiliyana,6.8528,79.9183,57,Hanwella,6.9042,80.0842,24.4,34.46,midday,weekday,1.2,37.58
35,Wattala,6.9939,79.8781,48,Dompe,7.065,80.0969,33.89,39.89,midday,weekday,1.2,48.11
49,Kirindiwela,6.9928,80.0944,46,Mirigama,7.2453,80.1217,35.77,50.02,morning_peak,weekend,1.17,64.56
97,Maththegoda,6.8103,80.0478,90,Bloemendhal,6.96,79.8647,37.97,49.57,midday,weekday,1.2,54.46
54,Liyanagemulla,7.1378,79.8853,9,Dehiwala,6.8517,79.865,41.46,43.03,evening_peak,weekday,2,94.28
21,Ratmalana,6.82,79.8817,51,Kadawatha,7.0072,79.9508,27.91,39.39,night,weekday,0.85,28.76
64,Gangodawila,6.8567,79.8994,11,Kotahena,6.9531,79.8597,14.33,21.59,morning_peak,weekday,1.8,43.87
45,Divulapitiya,7.2278,80.06,1,Colombo Fort,6.9344,79.8428,48.17,61.45,midday,weekend,1.02,69.87
61,Panadura South,6.695,79.905,12,Grandpass,6.9425,79.8706,32.43,45.63,evening_peak,weekday,2,97.24
92,Ekala,7.0761,79.9283,69,Pelawatte,6.8908,79.9311,35.55,41.73,morning_peak,weekday,1.8,65
47,Nittambuwa,7.1497,80.18,87,Gothatuwa,6.9217,79.9856,49.04,61.88,morning_peak,weekend,1.17,67.12
68,Sri Jayawardenepura,6.8886,79.9203,94,Welisara North,7.02,79.89,21.31,24.38,evening_peak,weekday,2,42.8
28,Malabe,6.9061,79.9519,40,Katunayake,7.1697,79.8847,41.19,39.76,evening_peak,weekday,2,69.5
15,Narahenpita,6.8981,79.8742,41,Negombo,7.2089,79.8353,38.98,38.8,night,weekday,0.85,34.75
66,Pannipitiya,6.8308,79.9661,51,Kadawatha,7.0072,79.9508,24.97,24.73,evening_peak,weekday,2,51.48
73,Modara,6.9714,79.8681,39,Seeduwa,7.1175,79.8928,25.95,28.84,night,weekend,0.807,20.64
2,Pettah,6.9354,79.8517,93,Gonawala,7.1539,79.9819,37.37,45.21,morning_peak,weekday,1.8,72.64
81,Heiyanthuduwa,6.9444,80.0431,41,Negombo,7.2089,79.8353,50.56,54.68,midday,weekday,1.2,65.34
45,Divulapitiya,7.2278,80.06,79,Weboda,7.0364,79.9869,27.64,36.69,morning_peak,weekday,1.8,67.2
95,Beruwala,6.4781,79.9833,25,Boralesgamuwa,6.8372,79.9111,53.94,54.57,evening_peak,weekday,2,120.46
54,Liyanagemulla,7.1378,79.8853,18,Piliyandala,6.8017,79.9247,47.9,51.12,midday,weekday,1.2,62.13
30,Mulleriyawa,6.9317,79.9514,60,Bandaragama,6.7167,79.9833,31.24,33.85,morning_peak,weekday,1.8,60.02
44,Minuwangoda,7.1667,79.9506,79,Weboda,7.0364,79.9869,20.51,28.7,evening_peak,weekday,2,64.11
32,Biyagama,6.9753,80.0008,57,Hanwella,6.9042,80.0842,18.55,22.69,morning_peak,weekday,1.8,41.16
34,Peliyagoda,6.9711,79.8906,56,Padukka,6.8361,80.0872,33.84,47.11,morning_peak,weekday,1.8,73.22
65,Pepiliyana,6.8528,79.9183,47,Nittambuwa,7.1497,80.18,65.07,74.6,morning_peak,weekday,1.8,140.15
92,Ekala,7.0761,79.9283,35,Wattala,6.9939,79.8781,14.46,23.63,midday,weekday,1.2,27.59
49,Kirindiwela,6.9928,80.0944,38,Ja-Ela,7.0733,79.8917,36.7,52.22,night,weekday,0.85,48.94
56,Padukka,6.8361,80.0872,76,Welisara,7.0097,79.8939,42.07,46.41,evening_peak,weekday,2,83.56
50,Ganemulla,7.0922,80.0225,69,Pelawatte,6.8908,79.9311,34.32,38.56,morning_peak,weekend,1.17,45.55
45,Divulapitiya,7.2278,80.06,4,Borella,6.9113,79.8778,47.84,61.06,morning_peak,weekday,1.8,123.94
91,Pannala,7.2956,80.0394,51,Kadawatha,7.0072,79.9508,42.69,59.94,morning_peak,weekend,1.17,69.26
30,Mulleriyawa,6.9317,79.9514,42,Gampaha,7.0878,79.9992,24.89,31.57,night,weekday,0.85,30.5
35,Wattala,6.9939,79.8781,87,Gothatuwa,6.9217,79.9856,24.9,27.24,midday,weekend,1.02,28.16
29,Kaduwela,6.9358,79.9778,77,Kerawalapitiya,6.9883,79.8658,23.34,24.53,evening_peak,weekday,2,42.16
96,Aluthgama,6.4333,79.9992,22,Kottawa,6.8244,79.9628,58.15,54.34,evening_peak,weekday,2,110.43
34,Peliyagoda,6.9711,79.8906,86,Pittugala,6.9133,79.9694,15.12,26.15,morning_peak,weekend,1.17,29.28
98,Kosgama,6.8856,80.1681,32,Biyagama,6.9753,80.0008,33.98,44.95,evening_peak,weekday,2,90.1
21,Ratmalana,6.82,79.8817,44,Minuwangoda,7.1667,79.9506,48.43,60.35,night,weekday,0.85,46.15
63,Kirulapone,6.8742,79.8825,24,Hokandara,6.8494,79.9575,9.89,16.4,night,weekday,0.85,15.26
100,Colombo 02,6.9178,79.8464,51,Kadawatha,7.0072,79.9508,18.55,25.67,evening_peak,weekend,1.4,33.79
86,Pittugala,6.9133,79.9694,24,Hokandara,6.8494,79.9575,10.41,17.25,evening_peak,weekday,2,33.41
28,Malabe,6.9061,79.9519,5,Cinnamon Gardens,6.9011,79.8601,12.1,15.75,midday,weekday,1.2,17.36
64,Gangodawila,6.8567,79.8994,91,Pannala,7.2956,80.0394,63.46,84.5,night,weekend,0.807,68.92
12,Grandpass,6.9425,79.8706,21,Ratmalana,6.82,79.8817,16.6,24.48,evening_peak,weekday,2,42.46
56,Padukka,6.8361,80.0872,20,Moratuwa,6.7731,79.8817,30.38,41.77,midday,weekday,1.2,57.19
19,Panadura,6.7136,79.9042,26,Rajagiriya,6.9111,79.8989,27.78,38.97,night,weekday,0.85,36.74
55,Homagama,6.8444,80.0044,100,Colombo 02,6.9178,79.8464,22.33,30.93,midday,weekday,1.2,40.03
15,Narahenpita,6.8981,79.8742,27,Battaramulla,6.8994,79.9164,6.59,8.75,midday,weekday,1.2,10.74
51,Kadawatha,7.0072,79.9508,53,Mahara,7.0547,80.0153,10.81,14.48,night,weekday,0.85,13.52
4,Borella,6.9113,79.8778,7,Bambalapitiya,6.8867,79.8567,5.26,7.81,night,weekday,0.85,5.86
45,Divulapitiya,7.2278,80.06,81,Heiyanthuduwa,6.9444,80.0431,40.84,57.03,evening_peak,weekday,2,105.18
63,Kirulapone,6.8742,79.8825,38,Ja-Ela,7.0733,79.8917,28.7,30.17,morning_peak,weekday,1.8,61.99
61,Panadura South,6.695,79.905,31,Thalawathugoda,6.8869,79.9331,39.56,44.27,evening_peak,weekend,1.4,69.96
86,Pittugala,6.9133,79.9694,43,Veyangoda,7.1522,80.1128,38.4,43.42,night,weekday,0.85,38.37
21,Ratmalana,6.82,79.8817,80,Udugampola,7.0717,80.0239,45.19,50.44,evening_peak,weekday,2,107.93
30,Mulleriyawa,6.9317,79.9514,57,Hanwella,6.9042,80.0842,18.44,23.87,evening_peak,weekend,1.4,30.42
26,Rajagiriya,6.9111,79.8989,71,Colombo Port,6.95,79.8378,11.04,20.79,morning_peak,weekday,1.8,35.65
37,Kandana,7.0508,79.9058,1,Colombo Fort,6.9344,79.8428,17.46,23.33,morning_peak,weekday,1.8,47.5
60,Bandaragama,6.7167,79.9833,73,Modara,6.9714,79.8681,36.17,46.92,evening_peak,weekend,1.4,67.93
23,Athurugiriya,6.8783,79.9917,9,Dehiwala,6.8517,79.865,18.75,26.76,evening_peak,weekday,2,56.53
95,Beruwala,6.4781,79.9833,75,Baseline Road,6.9067,79.8869,65.39,64.33,midday,weekday,1.2,84.33
45,Divulapitiya,7.2278,80.06,96,Aluthgama,6.4333,79.9992,108.5,103.91,morning_peak,weekend,1.17,122.4
16,Nugegoda,6.8689,79.8889,66,Pannipitiya,6.8308,79.9661,11.11,16.17,morning_peak,weekday,1.8,31.68
16,Nugegoda,6.8689,79.8889,60,Bandaragama,6.7167,79.9833,23.42,27.9,morning_peak,weekend,1.17,34.28
31,Thalawathugoda,6.8869,79.9331,34,Peliyagoda,6.9711,79.8906,15.18,21.58,midday,weekend,1.02,24.85
55,Homagama,6.8444,80.0044,27,Battaramulla,6.8994,79.9164,15.05,22.14,morning_peak,weekday,1.8,43.94
17,Maharagama,6.8467,79.9283,30,Mulleriyawa,6.9317,79.9514,14.8,23.66,night,weekday,0.85,19.25
57,Hanwella,6.9042,80.0842,25,Boralesgamuwa,6.8372,79.9111,25.98,37.43,morning_peak,weekend,1.17,43.83
62,Ingiriya,6.7344,80.1058,74,Orugodawatta,6.9486,79.8886,47.81,53.17,evening_peak,weekday,2,92.68
32,Biyagama,6.9753,80.0008,14,Dematagoda,6.9261,79.88,18.41,24.78,midday,weekday,1.2,27.98
79,Weboda,7.0364,79.9869,22,Kottawa,6.8244,79.9628,29.35,29.3,evening_peak,weekday,2,65.93
8,Wellawatte,6.875,79.8617,82,Pasyala,7.0911,80.1394,49.23,62.14,midday,weekday,1.2,83.11
98,Kosgama,6.8856,80.1681,75,Baseline Road,6.9067,79.8869,42.6,55.39,morning_peak,weekday,1.8,87.82
93,Gonawala,7.1539,79.9819,26,Rajagiriya,6.9111,79.8989,39.94,47.94,evening_peak,weekday,2,107.26
88,Thimbirigasyaya,6.8839,79.8778,50,Ganemulla,7.0922,80.0225,32.65,41.93,midday,weekday,1.2,56.96
64,Gangodawila,6.8567,79.8994,29,Kaduwela,6.9358,79.9778,18.9,26.28,night,weekend,0.807,18.87
9,Dehiwala,6.8517,79.865,27,Battaramulla,6.8994,79.9164,10.66,16.63,night,weekday,0.85,15.86
51,Kadawatha,7.0072,79.9508,13,Mattakkuliya,6.9703,79.8778,14.01,18.66,midday,weekday,1.2,25.32
51,Kadawatha,7.0072,79.9508,37,Kandana,7.0508,79.9058,10.18,15.49,morning_peak,weekday,1.8,28.42
60,Bandaragama,6.7167,79.9833,91,Pannala,7.2956,80.0394,78.51,90.03,night,weekday,0.85,68.24
85,Hendala,6.9894,79.9019,21,Ratmalana,6.82,79.8817,21.41,28.44,night,weekday,0.85,22.57
11,Kotahena,6.9531,79.8597,17,Maharagama,6.8467,79.9283,16.38,24.05,evening_peak,weekend,1.4,31.34
84,Yakkala,7.1019,80.0767,83,Attanagalla,7.175,80.0706,10.64,17.72,evening_peak,weekend,1.4,21.87
48,Dompe,7.065,80.0969,28,Malabe,6.9061,79.9519,30.62,41.21,night,weekday,0.85,30.94
78,Kadawatha Junction,7.0028,79.9556,99,Bulathsinhala,6.665,80.1825,62.96,66.95,midday,weekday,1.2,86.79
82,Pasyala,7.0911,80.1394,13,Mattakkuliya,6.9703,79.8778,41.19,51.14,midday,weekend,1.02,50.15
38,Ja-Ela,7.0733,79.8917,75,Baseline Road,6.9067,79.8869,24.73,24.61,evening_peak,weekday,2,53.59
87,Gothatuwa,6.9217,79.9856,45,Divulapitiya,7.2278,80.06,43.63,54.57,morning_peak,weekday,1.8,110.92
36,Ragama,7.0261,79.9181,18,Piliyandala,6.8017,79.9247,40.06,38.85,evening_peak,weekend,1.4,47.08
28,Malabe,6.9061,79.9519,54,Liyanagemulla,7.1378,79.8853,38.83,42.78,morning_peak,weekend,1.17,46.86
99,Bulathsinhala,6.665,80.1825,13,Mattakkuliya,6.9703,79.8778,66.53,78.32,morning_peak,weekday,1.8,141.65
44,Minuwangoda,7.1667,79.9506,47,Nittambuwa,7.1497,80.18,32,50.6,night,weekday,0.85,41.45
24,Hokandara,6.8494,79.9575,2,Pettah,6.9354,79.8517,19.06,27.75,morning_peak,weekday,1.8,48.66
25,Boralesgamuwa,6.8372,79.9111,3,Maradana,6.92,79.8617,13.21,19.38,midday,weekday,1.2,23.92
24,Hokandara,6.8494,79.9575,29,Kaduwela,6.9358,79.9778,13.33,18.64,midday,weekend,1.02,19.12
65,Pepiliyana,6.8528,79.9183,84,Yakkala,7.1019,80.0767,46.18,51.22,midday,weekday,1.2,56.3
92,Ekala,7.0761,79.9283,58,Avissawella,6.9472,80.2108,50.13,71.74,night,weekday,0.85,53.23
47,Nittambuwa,7.1497,80.18,94,Welisara North,7.02,79.89,48.7,58.75,midday,weekday,1.2,69.14
96,Aluthgama,6.4333,79.9992,25,Boralesgamuwa,6.8372,79.9111,62.82,57.82,evening_peak,weekday,2,110.37
12,Grandpass,6.9425,79.8706,16,Nugegoda,6.8689,79.8889,10.37,15.37,evening_peak,weekday,2,31.19
100,Colombo 02,6.9178,79.8464,51,Kadawatha,7.0072,79.9508,18.55,25.67,morning_peak,weekend,1.17,32.59
89,Havelock Town,6.8856,79.8642,72,Mutwal,6.9617,79.8522,11.5,17.34,morning_peak,weekday,1.8,34.95
29,Kaduwela,6.9358,79.9778,98,Kosgama,6.8856,80.1681,29.45,39.27,evening_peak,weekday,2,68.17
44,Minuwangoda,7.1667,79.9506,90,Bloemendhal,6.96,79.8647,34.31,40.71,evening_peak,weekend,1.4,52.53
56,Padukka,6.8361,80.0872,96,Aluthgama,6.4333,79.9992,71.42,68.67,evening_peak,weekday,2,139.87
22,Kottawa,6.8244,79.9628,17,Maharagama,6.8467,79.9283,7.32,9.82,morning_peak,weekday,1.8,15.77
26,Rajagiriya,6.9111,79.8989,25,Boralesgamuwa,6.8372,79.9111,11.01,17.1,evening_peak,weekday,2,30.58
53,Mahara,7.0547,80.0153,72,Mutwal,6.9617,79.8522,24.65,33.39,evening_peak,weekday,2,70.27
65,Pepiliyana,6.8528,79.9183,49,Kirindiwela,6.9928,80.0944,36.6,52.2,night,weekday,0.85,47.36
57,Hanwella,6.9042,80.0842,47,Nittambuwa,7.1497,80.18,36.69,57.51,morning_peak,weekday,1.8,109.42
5,Cinnamon Gardens,6.9011,79.8601,84,Yakkala,7.1019,80.0767,37.93,49.25,evening_peak,weekday,2,87.69
50,Ganemulla,7.0922,80.0225,38,Ja-Ela,7.0733,79.8917,18.16,24.65,evening_peak,weekday,2,49.31
21,Ratmalana,6.82,79.8817,46,Mirigama,7.2453,80.1217,70.91,80.47,morning_peak,weekday,1.8,158.18
82,Pasyala,7.0911,80.1394,78,Kadawatha Junction,7.0028,79.9556,27.62,33.98,evening_peak,weekday,2,58.66
94,Welisara North,7.02,79.89,6,Kollupitiya,6.8978,79.85,19.75,24.15,midday,weekday,1.2,25.07
33,Kelaniya,7.0017,79.9219,81,Heiyanthuduwa,6.9444,80.0431,24.28,35.08,night,weekend,0.807,31.33
28,Malabe,6.9061,79.9519,70,Koswatta,6.9194,79.9211,4.68,8.05,morning_peak,weekday,1.8,14.48
56,Padukka,6.8361,80.0872,64,Gangodawila,6.8567,79.8994,23.4,34.2,night,weekday,0.85,26.62
89,Havelock Town,6.8856,79.8642,18,Piliyandala,6.8017,79.9247,12.97,16.83,evening_peak,weekday,2,34.9
26,Rajagiriya,6.9111,79.8989,6,Kollupitiya,6.8978,79.85,6.41,9.44,morning_peak,weekend,1.17,12.4
98,Kosgama,6.8856,80.1681,17,Maharagama,6.8467,79.9283,36.15,54.34,night,weekday,0.85,52.8
8,Wellawatte,6.875,79.8617,13,Mattakkuliya,6.9703,79.8778,13.55,18.96,night,weekend,0.807,14.44
94,Welisara North,7.02,79.89,65,Pepiliyana,6.8528,79.9183,26.02,32.55,midday,weekend,1.02,37.78
86,Pittugala,6.9133,79.9694,93,Gonawala,7.1539,79.9819,34.81,43.63,midday,weekday,1.2,44.64
92,Ekala,7.0761,79.9283,28,Malabe,6.9061,79.9519,29.39,40.96,morning_peak,weekday,1.8,67.58
66,Pannipitiya,6.8308,79.9661,55,Homagama,6.8444,80.0044,6.37,9.2,evening_peak,weekday,2,18.01
93,Gonawala,7.1539,79.9819,67,Kahathuduwa,6.7981,80.0133,52.17,57.76,night,weekday,0.85,55.01
54,Liyanagemulla,7.1378,79.8853,27,Battaramulla,6.8994,79.9164,37.7,36.79,night,weekday,0.85,31.39
71,Colombo Port,6.95,79.8378,67,Kahathuduwa,6.7981,80.0133,33.3,48.94,midday,weekend,1.02,56.19
91,Pannala,7.2956,80.0394,90,Bloemendhal,6.96,79.8647,53.21,70.78,midday,weekend,1.02,66.8
84,Yakkala,7.1019,80.0767,53,Mahara,7.0547,80.0153,10.83,16.19,midday,weekday,1.2,17.91
58,Avissawella,6.9472,80.2108,26,Rajagiriya,6.9111,79.8989,45.39,58.02,night,weekday,0.85,49.41
75,Baseline Road,6.9067,79.8869,41,Negombo,7.2089,79.8353,38.62,38.28,morning_peak,weekday,1.8,62.19
98,Kosgama,6.8856,80.1681,41,Negombo,7.2089,79.8353,70.98,77.07,night,weekday,0.85,64.26
51,Kadawatha,7.0072,79.9508,21,Ratmalana,6.82,79.8817,27.54,39.07,midday,weekend,1.02,37.25
60,Bandaragama,6.7167,79.9833,71,Colombo Port,6.95,79.8378,35.59,48.42,night,weekend,0.807,43.7
21,Ratmalana,6.82,79.8817,78,Kadawatha Junction,7.0028,79.9556,34.16,37.81,evening_peak,weekday,2,75.56
93,Gonawala,7.1539,79.9819,8,Wellawatte,6.875,79.8617,43.38,52.64,morning_peak,weekday,1.8,104.84
28,Malabe,6.9061,79.9519,91,Pannala,7.2956,80.0394,57.32,76.27,morning_peak,weekend,1.17,89.42
67,Kahathuduwa,6.7981,80.0133,24,Hokandara,6.8494,79.9575,11.92,19.66,night,weekday,0.85,17.85
93,Gonawala,7.1539,79.9819,24,Hokandara,6.8494,79.9575,42.78,52.86,midday,weekend,1.02,54.17
49,Kirindiwela,6.9928,80.0944,87,Gothatuwa,6.9217,79.9856,19.27,34.63,morning_peak,weekday,1.8,70.39
95,Beruwala,6.4781,79.9833,53,Mahara,7.0547,80.0153,77.21,71.99,evening_peak,weekday,2,140.38
54,Liyanagemulla,7.1378,79.8853,70,Koswatta,6.9194,79.9211,37.78,38.53,morning_peak,weekend,1.17,41.38
38,Ja-Ela,7.0733,79.8917,85,Hendala,6.9894,79.9019,13.71,12.03,midday,weekday,1.2,12.28
47,Nittambuwa,7.1497,80.18,68,Sri Jayawardenepura,6.8886,79.9203,59.94,72.67,night,weekday,0.85,64.79
41,Negombo,7.2089,79.8353,69,Pelawatte,6.8908,79.9311,44.09,44.71,evening_peak,weekday,2,100.04
25,Boralesgamuwa,6.8372,79.9111,27,Battaramulla,6.8994,79.9164,11.06,17.23,morning_peak,weekday,1.8,29.5
47,Nittambuwa,7.1497,80.18,100,Colombo 02,6.9178,79.8464,56.64,72.82,night,weekend,0.807,56.92
21,Ratmalana,6.82,79.8817,72,Mutwal,6.9617,79.8522,19.32,27.85,evening_peak,weekday,2,56.44
74,Orugodawatta,6.9486,79.8886,32,Biyagama,6.9753,80.0008,18.22,26.49,morning_peak,weekend,1.17,31.77
11,Kotahena,6.9531,79.8597,96,Aluthgama,6.4333,79.9992,82.71,76.07,morning_peak,weekday,1.8,141.1
52,Kiribathgoda,6.9822,79.9486,25,Boralesgamuwa,6.8372,79.9111,28.39,36.03,morning_peak,weekday,1.8,70.32
63,Kirulapone,6.8742,79.8825,89,Havelock Town,6.8856,79.8642,2.89,4.92,morning_peak,weekend,1.17,5.67
66,Pannipitiya,6.8308,79.9661,15,Narahenpita,6.8981,79.8742,15.23,21.98,evening_peak,weekday,2,49.51
23,Athurugiriya,6.8783,79.9917,39,Seeduwa,7.1175,79.8928,40.41,38.84,night,weekday,0.85,28.37
41,Negombo,7.2089,79.8353,93,Gonawala,7.1539,79.9819,20.53,32.35,morning_peak,weekday,1.8,61.11
3,Maradana,6.92,79.8617,81,Heiyanthuduwa,6.9444,80.0431,24.54,37.19,evening_peak,weekend,1.4,53.04
55,Homagama,6.8444,80.0044,64,Gangodawila,6.8567,79.8994,13,19.21,midday,weekday,1.2,20.72
32,Biyagama,6.9753,80.0008,96,Aluthgama,6.4333,79.9992,74.24,65.02,evening_peak,weekday,2,111.52
35,Wattala,6.9939,79.8781,78,Kadawatha Junction,7.0028,79.9556,12.13,15.04,evening_peak,weekend,1.4,20.66
4,Borella,6.9113,79.8778,88,Thimbirigasyaya,6.8839,79.8778,4,5.99,evening_peak,weekend,1.4,8.5
